X,Y,Z
0.9981,20476,-0.0611
0.3122,0.0017,0.9500
-0.7175,27044,-0.6965
0.3633,10387,0.9317
0.8236,10964,0.5672
0.9128,16290,-0.4084
0.4819,0.4797,-0.8762
-0.3493,37377,-0.9370
0.9203,37425,0.3911
-0.4735,27165,-0.8808
-0.9546,16907,-0.2979
0.8896,41617,0.4568
0.9998,27629,0.0214
0.9739,47877,0.2268
0.9933,44642,-0.1157
0.3930,17825,-0.9195
0.2673,27320,-0.9636
0.7620,17334,0.6476
-0.0749,31140,-0.9972
0.7669,39831,0.6418
0.8382,37294,0.5454
0.6413,0.6277,0.7673
0.7256,41120,-0.6881
0.9893,0.1258,-0.1456
0.2293,20721,0.9733
0.4980,36570,-0.8672
-0.9603,39069,-0.2791
0.5875,18364,0.8092
-0.7663,37243,13575
-0.4295,44613,10969
0.8262,12130,25633
-0.3970,0.6480,10822
-0.9870,11253,21610
0.8962,17501,24436
0.2555,14354,29668
-0.8449,46374,25350
-0.1989,0.2566,10200
-0.1647,29633,10137
0.7366,0.8145,26763
-0.1381,41920,10096
-0.2005,0.8378,10203
-0.6567,25110,27541
-0.8082,49966,14111
0.7847,17770,26199
-0.4048,0.2354,29144
-0.3867,10683,10778
-0.8301,19892,14423
-0.1897,16683,10182
-0.9987,11480,20515
0.9859,46806,21675
-0.6526,34159,12423
-0.3061,48106,10480
-0.9984,21899,19432
-0.9093,47017,15839
-0.9358,0.0292,16474
-0.2740,30515,29617
-0.9986,40054,20527
0.6919,11649,27220
-0.9828,46623,18155
0.9888,38163,21494
0.2627,41322,29649
0.9764,28673,22159
0.8971,39629,24419
-0.7392,16452,13266
-0.9912,11173,18677
0.0764,15619,29971
-0.2324,29226,10274
0.9869,41496,21616
-0.4766,14523,28791
-0.2253,20128,29743
-0.8935,43103,15508
-0.8221,30737,14307
0.6367,49559,27711
-0.6722,10185,27404
-0.5047,41360,28633
-0.9954,33793,20958
-0.9798,12447,18001
-0.9152,23789,15970
0.2668,19954,29638
-0.9981,29972,19386
-0.9985,40026,20545
0.7205,0.5253,26935
0.8468,41072,25318
-0.7016,42054,27125
-0.1886,17725,10179
-0.0332,21503,29994
-0.9273,28612,23742
0.4935,35041,28697
-0.9216,37123,16118
0.3604,37894,29328
-0.7267,19456,26870
-0.9884,21465,18479
-0.4918,47817,11293
-0.1907,28649,10183
-0.8457,42486,25336
0.7941,13817,26078
0.7626,31116,26469
0.3498,29418,29368
-0.6821,48173,12687
0.3640,0.4295,29314
-0.7676,25025,13591
0.4107,26079,29118
-0.3272,0.4508,10550
-0.0784,45233,29969
0.6007,44219,27995
0.3780,21949,29258
-0.9717,39086,22363
-0.6127,0.7423,27903
-0.0863,30991,29963
-0.7154,13031,13013
-0.9273,22283,23743
-0.8520,42200,25236
-0.3804,0.9810,10752
0.2219,15193,29751
-0.9104,24165,15862
-0.9170,16891,16011
-0.2202,39924,29755
-0.8935,49374,24491
0.9368,0.7952,23499
0.9679,11844,22515
-0.8019,35112,25974
-0.8627,18774,14943
-0.3060,48685,10480
0.8184,48615,25746
-0.8956,32185,24449
-0.5981,43005,28014
0.9984,20094,20561
-0.0179,31597,29998
0.7219,49262,26920
-0.8246,27974,14342
0.1040,46680,29946
-0.7955,36017,26059
0.7105,24202,27037
-0.9539,31952,23001
0.3255,44382,29455
-0.9982,0.9937,20593
-0.9944,19768,18939
-0.9272,49609,16254
-0.5247,20118,28513
0.9230,32943,23848
0.4722,45067,28815
-0.3971,49769,10822
0.7531,32658,26579
-0.7317,0.5422,13184
-0.8227,0.1806,25685
-0.0182,30905,10002
0.9329,28357,23601
-0.4928,48098,28702
0.8763,37305,24817
-0.1786,33126,10161
0.9998,26166,20218
-0.8727,12995,15117
-0.7585,48100,13483
-0.5800,27010,11854
0.9219,0.1514,23875
-0.3080,34816,29514
0.3393,25986,29407
-0.8088,0.2952,14120
-0.4459,44502,28951
-0.4087,16510,10873
0.6548,11485,27558
0.3218,0.5697,29468
0.7739,15546,26333
0.8014,11422,25982
-0.5777,32600,11838
-0.9172,0.3308,23984
-0.8523,13772,25231
0.7756,14091,26312
-0.6385,44003,12304
-0.9780,22217,22087
-0.0829,37796,29966
-0.7498,30165,26616
-0.3171,39163,29484
0.9366,0.5697,23504
0.4261,48928,29047
0.8358,42430,25490
0.6474,0.2532,27622
0.4260,23310,29047
-0.3853,16283,29228
0.9727,31510,22319
-0.4425,11515,11033
-0.2573,28994,10337
-0.6760,30158,27369
-0.6704,29994,27420
-0.0207,22421,29998
-0.4538,0.1771,11089
-0.1684,25691,29857
0.8658,20387,25004
-0.8601,0.5402,14899
-0.2627,22994,29649
0.4186,22544,29082
-0.3265,27557,29452
0.8985,40270,24390
0.8128,35043,25826
-0.2697,43612,10371
-0.2052,0.2610,10213
-0.9086,10984,24178
0.9606,22982,22780
0.4479,47927,28941
-0.0933,39502,29956
-0.7464,22594,13345
0.9974,16671,20725
0.9795,0.2955,22014
0.6993,37045,27148
-0.9966,25340,20826
-0.9534,0.9996,16982
-0.9960,21360,20890
-0.5262,0.8435,28504
-0.8452,37585,25345
0.1735,18418,29848
-0.9332,47091,16405
0.6291,0.0859,27773
-0.9955,41453,19054
0.6488,31330,27609
-0.1649,26937,29863
-0.9813,32525,21922
-0.8602,36331,14900
0.9278,0.4724,23731
-0.3267,43879,10549
-0.8709,0.0718,15085
-0.6618,14715,27497
-0.4646,0.8996,28855
-0.5095,46315,28605
0.1268,0.3409,29919
-0.7349,29055,26782
-0.7421,31858,26703
-0.7575,32563,13471
-0.8231,43231,14321
-0.9945,0.2798,21051
-0.2117,40843,29773
-0.7758,26446,13690
-0.8076,34718,25897
-0.0819,10620,29966
-0.2835,27164,10410
-0.5519,35126,11661
-0.8530,47822,25219
-0.9784,22227,22067
-0.9304,0.4270,23665
0.5579,0.2867,28299
0.1506,31473,29886
-0.6039,39809,27971
0.4659,34560,28848
-0.6696,17265,12573
0.6076,47341,27943
0.4848,26010,28746
0.6935,47691,27204
0.4776,0.3680,28786
-0.4639,10352,28859
0.1046,38751,29945
-0.3533,45709,10645
-0.4408,39128,28976
0.6441,14777,27649
-0.4334,0.7592,10988
-0.0953,42396,10046
-0.4771,39243,28789
0.8660,13542,25000
0.3473,11391,29378
-0.3478,16051,29376
-0.9433,41478,23318
0.3289,41109,29444
-0.9551,28534,22962
-0.9780,28591,17916
0.5019,14301,28649
0.8508,34957,25255
0.1719,39813,29851
0.0685,22079,29976
-0.4151,22311,29098
-0.7328,23283,26804
0.9199,13952,23922
0.3277,33769,29448
-0.8062,45183,14084
0.9905,45426,21373
-0.3290,37360,10557
-0.9553,13026,17045
-0.6681,34482,27440
-0.9150,0.6592,24035
0.4373,0.6175,28993
-0.5576,0.9545,28301
-0.1731,0.7287,10151
-0.8447,29252,25353
-0.7739,0.3668,26333
0.4613,41116,28873
-0.6692,36145,27431
-0.9799,46293,21994
-0.9983,24632,19413
-0.2888,32744,29574
-0.1600,44506,29871
-0.0566,26926,10016
0.9842,14110,21769
-0.5151,48798,11429
-0.3973,0.1821,10823
-0.8195,16312,14269
0.8937,48651,24486
0.3304,18252,29438
-0.0095,15457,30000
-0.9981,0.6046,19385
0.8000,45788,26000
-0.9671,0.6774,17457
0.8761,16606,24821
-0.9982,44874,20608
-0.6874,24982,27263
-0.8630,30764,14948
-0.9741,29157,17740
-0.4383,34913,11012
-0.4917,0.1467,11292
-0.0039,26394,30000
-0.9886,0.1604,18494
0.5961,41357,28029
0.9897,16999,21434
-0.9342,42336,16433
-0.7072,12303,27070
-0.6371,29075,27707
-0.4341,46884,10991
-0.9644,0.2389,22645
-0.9735,0.2699,22289
-0.6150,0.1031,12115
-0.7935,34074,13915
-0.9115,29931,24113
0.6509,0.5702,27591
0.4261,39812,29047
-0.5097,30893,11396
0.9909,0.3511,21347
-0.6727,0.3464,27399
0.7029,0.6800,27113
-0.1003,39445,10050
-0.9766,0.4620,17848
-0.7087,11893,27055
-0.6045,12182,27966
0.9608,0.5241,22773
-0.9974,42918,19279
0.9801,34910,21986
0.9439,36687,23304
-0.7754,32527,26314
0.8979,25814,24402
-0.7559,16319,13453
-0.7577,33089,13474
-0.9657,0.5878,17402
0.7608,0.7391,26490
-0.9994,0.0988,20333
-0.7663,48215,26425
-0.1270,48519,10081
-0.9965,0.6193,20832
-0.8081,23371,14110
-0.5377,32835,28432
-0.4500,14509,28930
-0.7333,37727,13201
0.9236,27906,23833
0.8095,21390,25872
0.6844,13360,27291
-0.2681,37687,29634
-0.7136,44919,12994
-0.7996,36422,13995
0.9597,20342,22811
-0.3057,46916,29521
-0.7908,12771,26121
-0.3833,26658,29236
-0.9989,47738,20462
-0.9834,13387,21813
0.1936,12504,29811
-0.4469,46384,28946
0.9973,0.3429,20729
-0.0750,14970,10028
0.7054,29579,27088
0.8773,10165,24799
-0.1831,31794,29831
0.5949,39919,28038
-0.6719,25085,27406
-0.0290,32541,29996
-0.2260,39798,10259
-0.3667,11669,10696
0.9693,30042,22457
-0.9443,0.5623,16708
0.2980,25788,29546
-0.4094,41892,29124
-0.8474,46040,25310
-0.2666,24911,10362
-0.3874,13881,29219
-0.0798,32626,10032
0.1497,45865,29887
-0.9869,25492,18385
-10000,48710,20015
-0.8248,0.9864,25655
-0.9890,0.5559,18524
-10000,14868,20007
0.6679,19821,27443
0.8235,21038,25673
-0.0043,15574,10000
0.6921,34692,27218
0.9882,0.4594,21530
-0.8790,20104,24768
-0.5284,14759,11510
-0.9999,15325,19882
0.6236,0.5278,27817
-0.1669,29691,29860
-0.5649,14136,28252
-0.0864,0.7761,10037
0.7405,0.0033,26721
-0.6294,14180,12230
-0.9947,27541,21030
-0.2010,43545,29796
0.6218,0.2113,27831
-0.4325,45236,29016
-0.6447,0.6549,27644
0.8428,41686,25383
-0.9346,40023,23556
0.4837,45894,28752
-0.2393,0.6865,29709
-0.9233,25237,23842
0.3748,20248,29271
0.2008,0.8679,29796
-0.9728,28759,22315
0.3152,30311,29490
-0.7363,10722,13234
-0.0816,25997,10033
-0.9554,49459,17048
-0.0497,24496,29988
-0.9252,34744,23795
0.8738,20571,24863
-0.4273,0.1739,10959
-0.5372,14642,11565
-0.7570,40072,13466
0.3355,17325,29420
-0.9425,0.4166,23342
0.9944,25555,21059
-0.4198,18342,29076
0.0970,36974,29953
0.7242,26237,26896
0.6657,40226,27463
-0.4096,40846,29123
0.9030,0.9474,24296
-0.9489,0.6185,23156
-0.6039,41050,27971
-0.9905,31895,18624
-0.9878,0.0806,18441
-0.9912,44798,21322
0.9875,25769,21577
0.9479,27226,23186
0.0647,30322,29979
-0.8021,38022,25972
-0.9983,42767,20576
-0.3430,19143,29394
-0.7502,0.4232,13388
-0.9705,36694,17588
-0.1472,16599,10109
-0.8034,41987,25954
0.0386,18586,29993
0.8787,41411,24775
-0.9657,0.8826,22595
-0.8636,0.6476,14958
-0.4120,43994,29112
0.9098,0.2204,24150
0.3099,34336,29508
0.7491,36689,26625
0.2441,21859,29698
-0.4821,18992,28761
-0.7915,48983,26111
-0.5520,19950,28338
-0.5541,22009,11676
-0.7646,0.7840,26445
-0.2626,16302,10351
-0.9907,15703,21360
-0.1980,44725,10198
0.4228,12351,29062
-0.9990,15534,19555
0.2071,20443,29783
-0.9997,35401,19758
-0.9910,0.7182,18662
0.9491,43566,23150
0.3617,0.4158,29323
0.4926,23087,28703
-10000,0.1519,19945
-0.6693,37660,12570
-0.0524,35002,29986
-0.8595,10726,14889
-0.9992,33995,19592
0.9995,27865,20316
-0.9542,42534,22993
-0.2492,27928,29685
-0.3856,45089,10773
10000,20976,20054
-0.5716,17906,28205
-0.4159,24449,29094
-0.5656,12798,28246
-0.8834,46458,15314
0.0512,23338,29987
-0.8492,12700,14719
-0.6055,21561,27958
0.9858,35127,21677
0.6758,20116,27371
-0.9665,0.9092,17433
-0.6135,42813,27897
0.7520,29210,26591
-0.0367,18679,29993
-0.9612,11085,22757
0.6188,10950,27855
-0.9434,26112,16682
0.4136,21671,29105
-0.3794,37065,10748
0.2983,0.3522,29545
-0.8935,42367,15509
0.6302,33994,27765
0.2143,0.6833,29768
0.9092,42920,24163
-0.9105,0.9992,24135
-0.9969,30367,19214
-0.8441,27152,25361
-0.4218,0.8116,29067
-0.9945,0.0283,21045
-0.9960,38574,20896
-0.9983,38239,19418
-0.9894,21053,21450
-0.2555,0.2841,10332
0.5532,29287,28330
-0.9799,0.8708,18005
0.4418,36431,28971
0.8458,26715,25334
-0.9611,12653,22761
-0.5231,45853,28523
-0.5571,37910,28304
-0.9998,44352,20222
-0.8831,0.3440,15309
-0.0795,0.9176,29968
-0.9998,36854,20219
-0.3805,34836,29248
-0.6779,38850,12648
-0.7085,25095,12943
0.3545,21275,29351
-0.9687,30562,22481
-0.9219,42789,23874
-0.8290,33540,25592
-0.5752,26180,11820
0.3175,14941,29483
0.0718,35198,29974
0.8463,19081,25327
-0.2798,28384,10399
-0.9951,44393,20993
-0.6355,42147,27721
-0.9917,44940,21285
-0.8394,46950,25436
-0.9958,40772,20911
-0.8372,0.0068,25468
-0.9673,0.0155,17465
-0.7780,0.4373,26283
-0.0297,13036,10004
0.5144,0.1140,28576
0.8783,21204,24782
0.8693,17053,24942
0.9554,27068,22952
-0.3295,46308,29442
-0.5159,14925,28566
-0.1525,16904,29883
-0.8977,42974,15593
-0.9834,17024,21817
-0.8794,0.6906,15238
-0.3112,25390,10496
-0.1281,42833,10082
0.6178,19216,27864
0.7934,34785,26087
-0.9903,31395,18610
0.9038,22519,24279
-0.7865,23681,26176
-0.8007,47485,25991
-0.6087,0.4175,12066
-0.6549,13991,27557
-0.2795,22350,29601
-0.9997,29379,19775
-0.9389,43882,16557
-0.7707,23455,26372
-0.0677,21871,29977
0.7604,37309,26494
-0.9288,23396,23706
0.3292,43041,29443
0.9781,23326,22080
-0.9147,24905,15959
0.4139,24372,29103
-0.4916,11473,28708
-0.9950,0.4278,19006
-0.1217,0.3369,29926
-0.9466,44420,16775
-0.2852,11658,29585
-0.9969,43080,19212
-0.9845,35587,18248
-0.4912,43641,28710
0.9957,46900,20921
0.0117,0.6984,29999
-0.4157,19695,29095
0.2928,49028,29562
0.5990,32240,28008
-0.7447,44820,13326
-0.4396,24112,28982
-0.5046,0.0705,11366
-0.2692,31144,29631
-0.8857,11555,15358
-0.2946,26372,29556
-0.7848,36250,13802
-0.9145,30371,15953
-0.2061,29418,29785
0.5251,21672,28510
-0.8348,12209,14494
-0.2366,21448,10284
0.0272,0.0509,29996
-0.9998,30441,19783
-0.4761,47899,28794
-0.7065,0.4772,12923
-0.8863,0.1780,15368
0.7051,44312,27091
-0.6055,12347,12042
-0.0477,0.0446,10011
-0.7535,40746,26574
-0.5187,0.7025,11450
-0.9321,43993,23622
0.7457,0.4769,26663
0.5883,17628,28086
-0.3400,29671,29404
-0.9262,29259,16230
-0.7325,33384,13192
-0.8359,32401,14511
0.0697,21668,29976
-0.8110,0.6988,25850
0.9115,37596,24113
0.8646,12089,25024
0.8007,32523,25990
-0.9984,42869,19435
-0.6909,0.4219,27230
0.6263,48604,27796
-0.6903,0.1573,27236
0.7677,41770,26408
0.9666,41786,22562
-0.6469,0.2493,12374
-0.8776,27294,24794
-0.3257,47158,10545
-0.9900,16074,18591
-0.9229,40323,23850
-0.7643,30070,13551
-0.5397,39481,11582
-0.0522,39959,10014
10000,0.2478,20025
-0.5925,14160,11944
-0.9677,32673,22522
-0.0473,24483,10011
-0.7931,48643,26091
-0.6357,37424,27719
-0.8053,28392,14071
0.4769,14948,28790
-0.7007,12805,27134
-0.4504,44328,11072
-0.9075,22340,24201
-0.6666,40799,12545
-0.9430,0.4917,16673
-0.9286,42980,23711
0.3969,0.1381,29179
-10000,44958,20012
0.9236,44997,23833
-0.9817,26205,21907
-0.9996,0.6010,20270
-0.9561,0.8890,17071
-0.4924,35305,11296
-0.0833,41568,10035
-0.8859,0.1742,15361
-0.9204,37892,23909
-0.3314,47856,10565
-0.9179,17144,23968
0.9968,31912,20799
0.8422,17150,25392
-0.6028,10824,12021
-0.6529,39310,27575
-0.6677,36154,12556
0.5514,13942,28343
-0.8582,29122,25133
-0.9850,21050,21725
0.9887,0.4603,21502
-0.9702,0.1201,22424
-0.1366,24557,29906
0.9729,13913,22313
-0.6715,16988,27410
0.6160,14367,27878
0.8365,0.8545,25480
0.5666,19963,28240
0.7710,34882,26369
0.6286,10184,27777
0.9799,33316,21996
-0.9890,22153,21478
0.2402,21665,29707
-0.8233,0.8762,25675
-0.9910,0.9660,18661
-0.7042,30821,27100
-0.8158,13451,25783
-0.5030,27984,28643
0.8343,47239,25514
-0.6743,35724,27385
-0.6386,33961,12305
-0.5598,47969,11713
0.2927,38767,29562
0.5551,30386,28318
-0.8874,47400,24611
-0.9923,0.2982,21239
-0.3843,13436,29232
0.5648,49334,28252
-0.2429,38610,10299
0.9261,23768,23772
0.8785,34045,24778
0.7842,20847,26205
0.7078,19007,27064
-0.9769,10664,22137
-0.9056,19147,24242
0.9700,0.1483,22430
-0.3186,23616,10521
-0.9576,16669,17120
-0.9443,48792,16708
0.9557,27772,22944
-0.6113,42315,12086
-0.3042,20403,10474
-0.0735,23101,10027
-0.6169,41315,12129
-0.8471,49560,14686
-0.7502,26197,26612
0.6697,46272,27426
-0.3027,36951,29531
0.8074,28372,25901
0.9894,48439,21451
-0.2829,41225,10408
0.1504,47980,29886
0.1772,32317,29842
0.0019,18979,30000
-0.5893,23829,28079
-0.9962,45594,20869
0.9929,0.0743,21186
-0.6769,0.7835,12640
-0.8741,23578,24857
-0.6346,27150,12272
-0.0685,0.2985,29977
-0.5064,32902,28623
0.9675,44482,22528
0.6715,0.5482,27410
-0.9998,21889,20182
0.0118,14012,29999
-0.4603,49262,11123
0.8490,30438,25285
-0.0546,12687,10015
-0.8270,0.6631,25622
-0.9821,27250,18115
-0.0024,41390,10000
0.2127,41850,29771
-0.3733,41667,29277
-0.5808,10186,28140
-0.8967,27221,15574
-0.7557,43747,13451
0.8905,0.6050,24549
0.6679,42818,27442
-0.1236,44989,29923
0.9645,10893,22640
-0.7761,0.3849,26306
-0.0119,23711,29999
0.6765,41751,27365
0.5532,23470,28331
-0.4322,20688,10982
-0.9992,25137,19589
-0.5946,0.6272,28040
-0.4023,0.6614,10845
0.8823,43524,24708
-0.9317,30148,16368
-0.9467,13265,16779
-0.8805,43240,24740
0.6464,0.2905,27630
-0.9469,22888,23215
0.1567,36110,29876
0.8068,16950,25908
0.5387,20061,28425
-0.4751,26349,11201
0.9438,44712,23304
0.4151,38918,29098
0.9681,0.3468,22506
-0.4888,13939,28724
0.9980,18968,20626
-0.4657,43234,11151
0.6005,20998,27997
0.9048,11994,24259
0.1221,29883,29925
-0.5466,23970,28374
0.8874,44927,24610
-0.0217,46735,10002
0.0058,40894,30000
0.1688,35445,29857
0.9576,37161,22882
0.1646,44985,29864
0.9762,0.3262,22167
-0.7250,16796,26888
-0.9019,0.0217,15682
-0.9860,41405,21670
0.9116,25372,24110
0.9283,18308,23719
-0.8673,11332,15022
-0.4323,26742,10983
-0.8102,14474,25861
0.8706,0.3419,24920
-0.7317,0.4249,13184
-0.0224,0.3417,29997
0.1844,20491,29828
-0.9304,0.6169,16334
0.9988,22151,20487
0.9741,44947,22263
-10000,17682,19941
-0.9560,0.6009,22934
-0.7885,28456,26150
-0.9562,43752,17073
-0.9818,17429,18099
-0.8574,0.2096,14854
0.2121,0.7117,29772
-0.9926,0.3830,18784
-0.8686,37026,24954
-0.2934,22826,29560
0.9582,33412,22862
-0.8603,34962,14902
-0.0200,28568,29998
-0.9619,31435,22736
-0.9389,43888,16557
0.8805,33118,24741
0.8238,43771,25668
-0.8515,23376,25243
-0.6562,0.7067,27546
-0.4935,0.3407,11303
-0.8119,35712,14162
-0.9496,15399,16865
0.9709,33558,22395
0.9416,32621,23368
0.9142,26552,24052
-0.8136,35755,14185
-0.2654,25241,10358
-0.9968,24400,19197
0.8125,24892,25830
-0.9653,46799,17389
0.8678,19464,24969
0.8506,0.5857,25258
-0.9925,12021,21220
0.0213,34245,29998
-0.9982,41963,20605
-0.9254,48507,16211
-0.9236,10758,23833
-0.9408,38017,16611
0.4477,29205,28942
-0.9487,20148,16837
-0.1381,25502,10096
-0.5868,24782,11903
0.9186,32568,23953
-0.1554,37185,29879
-0.1682,15098,29858
-0.9963,0.4481,19136
-0.9480,41298,23182
-0.8374,19479,14535
-0.1610,38765,29870
0.5646,0.8968,28254
0.9178,0.5468,23971
-0.8795,45258,15240
0.5659,43818,28244
-0.2560,49990,29667
-0.8570,43213,25153
0.4723,0.1844,28814
-0.9932,27234,21163
-0.6535,49881,27569
0.7547,25550,26560
-0.8561,43676,14831
0.8897,0.3511,24565
0.1840,49377,29829
0.4369,46136,28995
-0.8021,28213,25971
0.9085,21573,24179
-0.3327,16892,29430
0.8804,36036,24742
0.8632,0.0683,25048
-0.8499,18703,14731
0.1955,46134,29807
-0.9561,27324,22931
-0.1669,23694,10140
-0.4504,24827,28928
-0.9913,15449,18680
-0.9086,47542,15823
-0.4511,49100,28925
-0.9986,25678,20526
0.8692,49629,24945
-0.3071,22792,10483
0.6345,21302,27729
0.3112,10661,29503
-0.8150,0.9662,14205
-0.6646,41638,27472
-0.8861,36332,15364
-0.2911,26487,29567
0.2808,41454,29598
0.9846,25594,21746
-0.9995,27598,19688
-0.4381,10664,28989
-0.5295,29391,28483
-0.9644,0.7138,22645
0.9611,0.2611,22763
0.0825,34165,29966
-0.8777,30428,15208
-0.9902,10983,18602
0.8306,20314,25569
0.8177,31495,25756
0.9068,27765,24216
0.9993,0.6379,20368
-0.4106,0.8460,29118
-0.9986,0.0050,20523
-0.9651,20908,17380
-0.8031,24424,25959
0.8714,0.7993,24906
-0.9865,33342,21637
0.8275,0.0896,25614
0.8063,0.5984,25915
0.8940,47606,24481
0.7843,48793,26204
0.7018,0.1546,27124
0.6020,24694,27985
0.0746,43136,29972
0.0796,12144,29968
0.5189,41714,28548
0.3781,40680,29257
-0.4834,31449,11246
-0.9852,0.0112,18286
-0.8665,18986,24993
0.6455,45220,27638
0.5410,34018,28410
0.9343,18941,23565
-0.3951,31598,10814
-0.9822,12163,18124
-0.8712,28571,24909
0.0937,49086,29956
0.7086,42484,27056
-0.9784,14172,22066
-0.0568,34123,10016
0.6944,17906,27195
0.3485,49346,29373
-0.2946,0.4199,29556
0.9398,12515,23417
-0.9966,40567,19180
-0.3197,0.4221,29475
-0.0808,26563,10033
-0.3188,40031,29478
-0.9766,36941,22151
0.7469,0.7083,26650
-0.2243,21895,29745
0.7253,17519,26884
-0.9086,23925,15823
-0.5707,29370,11789
-0.0821,0.7290,29966
-0.9960,45267,19112
0.1836,32010,29830
-0.8015,0.8147,25980
-0.7101,28296,12959
-0.9473,46581,23202
-0.0093,39155,30000
0.1600,34284,29871
-0.5329,23311,28462
-0.4086,13016,29127
-0.1235,28463,29923
-0.8725,12439,24887
-0.9368,15965,16500
-0.4158,45540,29095
-0.4372,44261,28994
0.8318,39729,25551
0.9934,46290,21149
0.2019,0.8942,29794
0.0744,25877,29972
-0.9981,31350,20611
-0.2015,45659,10205
-0.2983,33198,10455
-0.5538,19460,28326
0.4237,37000,29058
-0.8969,40882,15577
-0.9062,30017,15771
-0.9398,0.4250,16584
-0.9349,46118,16450
0.8780,0.2680,24787
-0.9975,26351,19299
-0.5747,0.5943,28183
0.5405,19007,28414
0.8942,40642,24478
-0.7389,12205,13261
0.6788,44221,27344
0.7174,35632,26967
-10000,18907,20032
-0.4774,12446,11213
-0.7601,12643,26498
-0.9856,38362,18310
0.7493,0.2493,26622
-0.2176,34264,10240
-0.8294,31014,25586
-0.9981,37334,19385
0.9852,48863,21714
-0.7828,19196,13777
-0.9264,13010,16233
0.8439,43873,25366
-0.7854,40305,26189
0.0353,23056,29994
-0.8438,0.4548,25367
-0.3040,28213,29527
-0.3758,0.9369,29267
0.6587,26584,27524
0.3591,17752,29333
0.9953,15739,20966
-0.3520,36337,10640
-0.9981,25789,20611
-0.3122,39532,10500
0.7175,10225,26965
-0.3633,33905,10683
-0.8236,0.2624,14328
-0.9128,40059,24084
-0.4819,33928,28762
0.3493,47300,29370
-0.9203,0.4578,16089
0.4735,45422,28808
0.9546,25498,22979
-0.8896,30745,15432
-0.9998,15804,19786
-0.9739,0.3874,17732
-0.9933,42531,21157
-0.3930,0.7226,29195
-0.2673,18524,29636
-0.7620,31120,13524
0.0749,49878,29972
-0.7669,25867,13582
-0.8382,49526,14546
-0.6413,11327,12327
-0.7256,19900,26881
-0.9893,34828,21456
-0.2293,0.3232,10267
-0.4980,37383,28672
0.9603,21020,22791
-0.5875,40566,11908
